label,ID,time,TD1,CELLS,FB1,FB2,FB3,FB4,RTK1i_blood,RAFi_gut,RAFi_blood,MEKi_gut,MEKi_blood,ERKi_gut,ERKi_blood,AKTi_gut,AKTi_blood,MEKi_V3,RTK1i_gut,ERKi,ERKi_C,RAFi,MEKi,TUMOR,GDC,labelf,gdc
No Treatment,43,56,0.9959256810595147,0.99899563028479,0.6252296720409435,0.6252296720407555,0.6252296720296743,0.7446094827706851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99899563028479,0,No Treatment,FALSE
No Treatment,44,56,0.9985718079557224,1.129189320516281,0.8989992819888157,0.8989992819809429,0.8989992819150133,0.7540400201216034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.129189320516281,0,No Treatment,FALSE
No Treatment,45,56,0.9984463956249459,1.3557315804662473,0.8629681607065506,0.8629681607077619,0.8629681607260403,0.7642907465892166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3557315804662473,0,No Treatment,FALSE
No Treatment,46,56,0.9982688174652568,1.777760295556632,0.8456344812130953,0.8456344812134162,0.8456344812205764,0.7136250452066231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.777760295556632,0,No Treatment,FALSE
No Treatment,47,56,0.9946593341031115,1.1747506571292057,0.571074783962136,0.5710747839628472,0.5710747840018168,0.7776715303876391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1747506571292057,0,No Treatment,FALSE
No Treatment,48,56,0.9987793107062523,1.0638696829756382,0.9404222203491912,0.9404222203476164,0.9404222203265626,0.7312082139012325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0638696829756382,0,No Treatment,FALSE
No Treatment,49,56,0.9980435883806846,1.5379357663696165,0.7990300117917577,0.7990300117659079,0.7990300118414139,0.6640636465074099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5379357663696165,0,No Treatment,FALSE
No Treatment,50,56,0.9987038768693738,1.2129313609450378,0.9118549917146954,0.9118549917147786,0.9118549917128892,0.9537648081072836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2129313609450378,0,No Treatment,FALSE
No Treatment,51,56,0.9988815561906418,1.1702583000459335,0.9630154943544852,0.963015494355273,0.963015494370888,0.9157167711711439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1702583000459335,0,No Treatment,FALSE
No Treatment,52,56,0.9957207439118789,1.814344014795198,0.6225158146985265,0.6225158146984773,0.6225158146987045,0.5197755076605949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.814344014795198,0,No Treatment,FALSE
No Treatment,53,56,0.9960950881333865,1.4442847363155538,0.633571111408036,0.633571111407274,0.6335711114106991,0.63837509808852555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4442847363155538,0,No Treatment,FALSE
No Treatment,54,56,0.9983608692953881,1.0735535035624912,0.8387796097812535,0.8387796097726558,0.8387796096219707,0.9082695404795125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0735535035624912,0,No Treatment,FALSE
No Treatment,55,56,0.9964497457820903,1.3376446401789803,0.6596300544548429,0.6596300544574222,0.6596300544896444,0.6226104875684245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3376446401789803,0,No Treatment,FALSE
No Treatment,56,56,0.9956815437045231,1.2806934965156715,0.6544014760543172,0.6544014760543495,0.654401476049003,0.36231801356276655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2806934965156715,0,No Treatment,FALSE
No Treatment,57,56,0.9985886302573141,1.41978260952869,0.927061976686919,0.9270619766862345,0.9270619766759991,0.6238516783361716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41978260952869,0,No Treatment,FALSE
No Treatment,58,56,0.9983689785274517,1.2747915763400337,0.8549380972097286,0.85493809720953,0.8549380972101114,0.6632082961572782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2747915763400337,0,No Treatment,FALSE
No Treatment,59,56,0.998449588764688,1.531345189446485,0.8696533051184168,0.8696533051186556,0.8696533051194002,0.7573578855334263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.531345189446485,0,No Treatment,FALSE
No Treatment,60,56,0.9950689241549013,1.7663924063131007,0.5844331740715715,0.584433174071537,0.584433174072988,0.6181811954864885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7663924063131007,0,No Treatment,FALSE
